user,text,created_at_datetime,link,replying-to,quoting,comments,retweets,quotes,likes,alignment
@GrizlyGregg,"""Seriously Mr Lee, the obvious answer there is to simply STOP pushing and embrace fossil fuels.  Climate change is real, but the notion that it is even significantly\nImpacted by, let alone caused by humans is a scam.  It’s caused by natural cycles of our planet.  Anybody remember a period we called the Ice Age?  By extension, the notion that humans can or SHOULD do anything that create any significant impact to alter those cycles is both arrogant and ridiculous.  It’s unlikely that it will have any significant impact on humanity for 1000s of yrs.  #LetItGo  continuing to soend our tax $ on anything related to climate change is a fraud and a money laundering scheme.\n\nIn war & sports the rule is to exploit your advantage over your competitor.  Why would that be different in geo-politics?  Help me out with that?\n\nSave our tax $ and spend them wisely, and boost our economy by embracing our strength in fossils.  That seems like a pretty simple answer to a problem that is far less complicated than Washington would have us believe.""",2024-06-30T20:03:00Z,/GrizlyGregg/status/1807505300632506437#m,['@BasedMikeLee'],,0,0,0,0,1
@nuggatron,"""Climate change is real, caused by the Sun. We live in a system of Cycles. The real danger is the collapse of our magnetic field and pole reversal. We are the Carbon they want to reduce""",2024-06-30T14:25:00Z,/nuggatron/status/1807420247877603705#m,['@catturd2'],,0,0,0,0,0
@VisitNaj,"""Eventually, everyone will catch up to the knowledge that our climate is driven by our sun's cycles. \n\nThe climate changes they're saying is  caused by humans is a complete lie to advance authoritarian power elites types to advance their idiotic agendas.  \n\nThanks Gov!""",2024-06-29T20:13:00Z,/VisitNaj/status/1807145508705808741#m,['@PamelaHensley22'],,0,0,0,0,0
@DannyCa55143882,"""Man made climate change is a hoax, but the Earth has natural cycles of climate change over millennia mainly caused by changes of the Sun.""",2024-06-29T15:25:00Z,/DannyCa55143882/status/1807072977315418285#m,['@PamelaHensley22'],,0,0,0,0,0
@Christi12001700,"""She like most of us know climate change is a natural cyclical phenomenon that is not caused by humans. We’re just in the 8th ice age cycle . These cycles occurred even before humans were on the planet""",2024-06-29T12:20:00Z,/Christi12001700/status/1807026463201235392#m,['@BelindawoodUS'],,1,0,0,0,1
@tokeysmokeybear,"""No it really isn't. I wish you were right and that it's just a natural climate change. Scientists have ruled that out however and the change goes hand in hand with the amount of CO2 that humanity has put in the atmosphere. It's not the sun cycles this time. Not faith at all""",2024-06-29T08:21:00Z,/tokeysmokeybear/status/1806966123629363232#m,"['@stupidrules4', '@robertwood2005', '@goallind']",,1,0,0,1,0
@ncohanpat,"""I didn't hear the statement, but I bet it was more nuanced.  Our climate may indeed be changing, but that doesn't mean we're more responsible for any change than, for example, the sun, or volcanic activity, or natural cycles...you get the picture (as Huckabee Sanders does, too)""",2024-06-29T00:14:00Z,/ncohanpat/status/1806843574790553927#m,['@DavidLimbaugh'],,0,0,0,0,1
@4_ram6,"""We've been recycling since the 70's, cars are 99% cleaner, we've banned CFC's, Earths core is slowing, precession cycles still exist, sun is in an active phase. Pingree thinks we can change these natural climate changes.""",2024-06-28T12:27:00Z,/4_ram6/status/1806665687827464422#m,"['@chelliepingree', '@RepMGP', '@RepKamlagerDove', '@patagonia', '@ThredUp', '@GarmentWorkerLA']",,0,0,0,0,1
,,,,[],,0,0,0,0,1
@born_aussie,"""There is no climate change threat\nNever was and never will be\nClimate change is a natural cycle of the earth caused by the sun. \n\nWhat is a threat is the criminal wealth transfer that takes place as a result of these lies.""",2024-06-28T03:57:00Z,/born_aussie/status/1806537346093117510#m,['@FoxNews'],,0,0,0,1,1
@Thatsssfuego,"""Climate change is caused by the sun. Look up Heinrich events, Malakonvitch cycles, solar forcing, etc. this has happened before humans existed and will keep happening.""",2024-06-28T00:54:00Z,/Thatsssfuego/status/1806491443613302952#m,['@BelindawoodUS'],,0,0,0,0,1
@ThomasWayneRil1,"""While it is true that humans intentionally or accidentally start most forest & grass fires, climate change is NOT intentionally or accidentally caused by humans. “Climate change” is as natural as the setting sun. Did humans cause the Holocene? Did we cause Younger Dryas? Etc etc""",2024-06-27T14:52:00Z,/ThomasWayneRil1/status/1806339767254110297#m,[],,0,0,0,0,0
@googlelable,"""This is actually fake news... Global warming is very much caused by human activity according to every decent scientific research on the matter, and is happening way to fast to be attributed to natural cycles...\nscience.nasa.gov/climate-cha…""",2024-06-27T05:09:00Z,/googlelable/status/1806193164941770929#m,['@robinmonotti'],,0,0,0,0,2
@badwolf70,"""The climate crisis is due to a natural occurring of phenomenon going on from the Sun solar cycle 25 the sun is gone hyperactive and the fires are being caused by a bunch of environmentalist starting fires all over the planet""",2024-06-26T17:58:00Z,/badwolf70/status/1806024208792596756#m,"['@MikeHudema', '@exxonmobil', '@Shell', '@Chevron', '@bp_plc']",,0,0,0,0,0
@TruthCandle55,"""Our magnetic field has weakened, but not caused by people…natural sun and earth cycles…""",2024-06-26T15:43:00Z,/TruthCandle55/status/1805990196837499114#m,['@denisrancourt'],,0,0,0,0,1
@badbroadcastco,"""Absolutely correct. CO2 in atmosphere is 0.04%. The climate is changing but it is a natural cyclical phenomenon caused by changes in the Sun and as we travel through the solar system. Its all about control and profiteering not actual science.""",2024-06-26T15:37:00Z,/badbroadcastco/status/1805988806157361651#m,['@STVNews'],,3,0,0,1,0
@r_russell34666,"""The sun has cycles where it’s more active, these climate kooks time everything on that and blame humans. It’s natural sun cycle 25 look it up""",2024-06-26T00:02:00Z,/r_russell34666/status/1805753418226573538#m,['@_BlakeHabyan'],,0,0,0,1,1
@cuchovivas,"""The MAGA understanding of climate change is that changes in the climate are part of the Earth's natural cycles and not primarily caused by human activities. So, Senator, what do you want the federal government to do? Throw ice at it?""",2024-06-25T21:11:00Z,/cuchovivas/status/1805710544487285110#m,[],@SenMarcoRubio,1,0,0,3,1
@cuchovivas,"""I thought the MAGA understanding of climate change is that changes in the climate are part of the Earth's natural cycles and not primarily caused by human activities. So what do you want the federal government to do? Throw ice at it?""",2024-06-25T21:11:00Z,/cuchovivas/status/1805710307269964079#m,"['@SenMarcoRubio', '@NOAA']",,0,0,0,2,1
@Truthful_Nomad,"""Climate change is not 💯 caused by humans. Some of it is natural. Volcanoes, the sun, a lot of natural factors contribute. Climate changed in the past, it’ll change in the future whether humans exist or not.""",2024-06-25T11:50:00Z,/Truthful_Nomad/status/1805569327338500097#m,['@stillgray'],,3,0,0,6,1
@Stephen69627419,"""got no time for these eco nutters why don't you learn about climate and how it changes caused  by natural events   the Sun, moon  winds all powerful forces but not by  granny's car nor will  paying money on the altar of WEF WILL ONLY MAKE WEF RICHER and all other countries poorer""",2024-06-24T10:49:00Z,/Stephen69627419/status/1805191600429052177#m,['@wideawake_media'],,0,0,0,3,0
@BartBlake11,"""Climate change is caused by the Sun. Anyone who talks about greenhouse gas without mentioning solar cycles is not a real scientist.""",2024-06-22T14:11:00Z,/BartBlake11/status/1804517648987812254#m,['@newstart_2024'],,7,2,0,69,1
@5MARRIOTT5,"""It could be whats going on is natural and nothing to do what us humans are doing like when we had a climate  change 1000s of years ago there were no cars or planes what caused it then could it be that the earth and sun are getting closer to each other these people have not a clue""",2024-06-21T09:31:00Z,/5MARRIOTT5/status/1804084631668437119#m,"['@DaveAtherton20', '@JustStop_Oil', '@JuliaHB1']",,0,0,0,4,1
@AndrewBrunelle,"""Human-caused climate change is a hoax. Climates change over long periods of time due to solar cycles. That's natural and is not a threat to anyone. CO2 isn't going to leave us underwater. It's the gas of LIFE. We're the carbon they want to get rid of.""",2024-06-20T21:14:00Z,/AndrewBrunelle/status/1803899338537504944#m,['@ChrisWickNews'],,0,0,0,0,2
@Captbobdad,"""Your hysteria is totally misplaced.\n\nThe warming earth is nothing extreme, and caused by natural cycles of earth andxsun (the sun is currently at its solar max in the solar cycle)""",2024-06-20T15:59:00Z,/Captbobdad/status/1803819855746871535#m,['@MarkCranfield_'],,1,0,0,6,0
@CapersQ,"""Of course it is. CO2 emissions are 97% from natural sources. All human activity generates only 3% of global emissions. The position of the earth vs the sun over many different cycles that change together over thousands of years are where the climate change occurs.""",2024-06-20T10:20:00Z,/CapersQ/status/1803734655851454612#m,['@ChrisWickNews'],,0,0,0,0,2
@oneTruthsayer,"""Well, what we do know with absolutely certainty is that:\n\nA) the greenhouse gas theory is false\nB) global temperature change is caused by sun cycles\nC) global temperature change is not caused by humans\n\nSo to say “The next three months will be decisive for climate change” is a pedestrian statement at best.\n\nThis can’t be your area of expertise.""",2024-06-20T09:23:00Z,/oneTruthsayer/status/1803720322169913786#m,['@skdh'],,0,0,0,0,0
@tudor_lancs,"""Climate change is a natural phenomenon caused by the sun. Suggest you take your protest up with the orange blob in the sky that we’ve hardly seen this summer. You total muppet.""",2024-06-20T07:32:00Z,/tudor_lancs/status/1803692411287142806#m,['@GyllKing'],,0,0,0,0,0
@joe_billy26011,"""Man made climate change was always a hoax. The climate never stops changing because that is a natural process caused by changing energy output from our sun. The climate has continuously changed throughout the earth's history.""",2024-06-19T19:12:00Z,/joe_billy26011/status/1803506083484324312#m,['@benonwine'],,0,0,0,0,0
,,,,[],,0,0,0,0,1
@Bigem63978956,"""Climate change is real, just not caused by flying abroad for your holidays,driving your car or eating meat it's just a natural pattern caused by the sun""",2024-06-19T14:17:00Z,/Bigem63978956/status/1803431904730898577#m,['@benonwine'],,1,0,0,0,0
@danwilliams1863,"""Yes - climate change is a natural phenomenon which has been going on for millions of years caused by a combination of solar variations, axis wobble and our rotation around the sun affected by those of other planets. Our descendants will be worrying about next Ice Age.""",2024-06-19T10:53:00Z,/danwilliams1863/status/1803380484103180731#m,['@benonwine'],,0,0,0,0,0
@BugembeLule,"""The climate is changing, the cause is not very well understood. A lot has been said about it being man made with all sorts of atmospheric CO2 data alleged to be from burning fossil fuel, it may be a natural phenomenon caused by methane from volcanoes, the sun or cosmic events.""",2024-06-18T23:52:00Z,/BugembeLule/status/1803214167895151011#m,['@benonwine'],,0,0,0,0,2
@UltraMAGAMan_,"""How much does man actually impact climate as opposed to the sun and the earth’s natural heating and cooling cycles? Temperatures were much higher when dinosaurs roamed the planet. We’ve had ice ages long before mankind walked the earth. To what degree is mankind affecting climate""",2024-06-18T15:29:00Z,/UltraMAGAMan_/status/1803087586086269186#m,[],,0,0,0,0,0
@Oldman465,"""You are very smart. You know that climate change is real. You know that it's natural and goes in cycles. I just disagree with the narrative that the current global warming is caused by anything humans can control. Reducing toxic emissions would be a better cause to fight for.""",2024-06-18T15:29:00Z,/Oldman465/status/1803087573629428211#m,['@mcuban'],,0,0,0,0,1
@SouthCom1917,"""This is not the own you think it is. The Laurentide collapse was caused by Milankovitch Cycles. Today's warming is caused by an increase in greenhouse gases, not eccentricities in Earth's orbit around the Sun. Read something besides climate denier memes, I am begging you.""",2024-06-18T15:28:00Z,/SouthCom1917/status/1803087338790060127#m,"['@RealPureLove', '@ClimateBen']",,0,0,0,7,2
@ClareMaloney16,"""You need to understand that the whole carbon BS is fraud.  Climate change is natural caused by the sun and volcanic action. Carbon is greening and helps stops desertification. You did a decent job as governor of the Bank of Canada. You've been away too long""",2024-06-18T12:25:00Z,/ClareMaloney16/status/1803041341003186557#m,['@MarkJCarney'],,0,0,0,1,1
@GrizlyGregg,"""Climate change is real, but it’s caused by natural cycles of our planet.  Anyone remember something called the Ice Age?  The notion that humans can OR SHOULD do anything to substantially change that is both arrogant and ridiculous.\nholoceneclimate.com/""",2024-06-18T05:36:00Z,/GrizlyGregg/status/1802938381317411308#m,"['@GuntherEagleman', '@Jess3CAgrl4Life', '@mcuban']",,0,0,0,5,2
@FreeTruthMark,"""Of course climate change is real, like gravity, tides,  wind, rain and solar cycles. The insane thing is pushing an anti-human doomsday cult believing that something so obviously common and natural is caused by an innocuous trace gas in the atmosphere that is needed for life.""",2024-06-18T02:16:00Z,/FreeTruthMark/status/1802888088319828255#m,['@mcuban'],,0,0,0,0,1
@TnDawg34,"""There is 0 evidence that climate change is man made. None. There is however boatloads of evidence it is caused by the cycles of the sun and other natural occurrences. I won't vote for anyone that thinks taxing me will help.""",2024-06-18T00:27:00Z,/TnDawg34/status/1802860771371598238#m,['@mcuban'],,0,0,0,0,0
@ARae19,"""Most people aren’t denying climate change is real but the cause is up for debate. Are u aware of the natural disaster cycles and weakening magnetosphere? Our sun plays a large role in climate change and people don’t wanna go there….""",2024-06-17T22:33:00Z,/ARae19/status/1802831894045966744#m,['@mcuban'],,0,0,0,0,1
@LaurelThompso17,"""Oil, petroleum is not from the bones of dead dinosaurs? Climate change is cyclical and caused by our sun. C02 has been much higher in other cycles and life was thriving. Can’t control Mother Nature.""",2024-06-17T15:16:00Z,/LaurelThompso17/status/1802721975858495866#m,"['@MarkRuffalo', '@jackblack', '@exxonmobil']",,0,0,0,0,0
@stiletto123,"""Even more 'scientists' have proven the Earth's climate is not driven by humans or CO2 but by natural cycles driven by the sun. Stop your misinformation.""",2024-06-17T10:31:00Z,/stiletto123/status/1802650204266532904#m,['@BBCMarcoSilva'],,0,0,0,0,0
@ljd216,"""FACE FACTS\nClimate is ruled by the sun and the Earth's position in the Milky Way Galaxy as well as the natural cycles that have run for millions of years.\nWeather is ruled by the Sun, the wind and the water.""",2024-06-16T05:51:00Z,/ljd216/status/1802217418728911232#m,[],,0,0,0,0,2
@mart457,"""Dale's a conspiracy theorist does not understand natural climate change or natural weather patterns or cycles\nHe's clueless about the sun natural decay & shift just like he is clueless to Earth's natural shift\nIt was far hotter in the Roman era with sea levels much higher a 🤡""",2024-06-15T11:21:00Z,/mart457/status/1801938073489428980#m,['@juneslater17'],,0,0,0,0,1
@mart457,"""If only this clown knew about the weather & natural climate change. if only he new & understood about weather cycles. If only he knew about the sun decay, Earth orbit decay BUT HE DOES NOT why anyone wants  this dale quack on tv is amusing\nwhat a fake clown he is""",2024-06-15T10:16:00Z,/mart457/status/1801921671512702988#m,['@BritWeatherSvs'],,0,0,0,0,1
@Unlikely_Buddha,"""* Solar cycles are natural. The sun's activity fluctuates in an 11-year cycle. These cycles can influence Earth's temperature to a small degree, but not enough to explain the current rate of warming.\n * Global warming is primarily caused by greenhouse gases.""",2024-06-15T00:24:00Z,/Unlikely_Buddha/status/1801772646218219792#m,"['@Unlikely_Buddha', '@DrJanKirsch', '@JediMasterCoggy']",,1,0,0,0,1
@doc_gero,"""👇Actually, the systematic study of climate & weather dates back 3000 BC in India. In the Upanishads, apparently, cloud formation, rain, and seasonal cycles caused by the Earth's movement around the sun is discussed & observed. \n\nAristotle wrote ""Meteorologica"" around 340 BC.""",2024-06-13T16:30:00Z,/doc_gero/status/1801290947327909994#m,[],,4,1,0,14,1
@mlbsquared1,"""True! We don’t hear about the sun (solar cycles) and natural weather patterns which are the main drivers of “climate change” because if we talk about that people will realize theres nothing to feel guilty about and we don’t need to, and are powerless to, solve it. If the problem goes away it can’t be used by gov/politicians/corps/NGOs/media to control and manipulate folks anymore.""",2024-06-12T22:30:00Z,/mlbsquared1/status/1801019289534931059#m,[],@_ClimateCraze,0,0,0,1,1
@Clarsonimus,"""#ClimateCrisis Fun Facts: Natural #climate variability consists of various cycles. Some are related to variations in solar luminosity, tidal effects of the Sun and Moon as well as the gravitational and electromagnetic oscillations of the heliosphere due to the revolution of the planets around the Sun. This interplanetary electromagnetic effect also modulates cosmic ray intensity which affects Earth's cloud formation.\n#CO2 #Fear #Industry""",2024-06-12T08:14:00Z,/Clarsonimus/status/1800803837772460226#m,[],,0,3,2,3,1
,,,,[],,0,0,0,0,1
@Kvtujo_Lsbof,"""#climate #change is defintely real. The earth goes through natural climate cycles, relative to the Earth's rotation around the sun, and the moon's rotation around the earth, and other celestial bodies in the solar system. It has nothing to do with humans, CO2 or cow farts.""",2024-06-11T21:55:00Z,/Kvtujo_Lsbof/status/1800648101377487273#m,[],,0,0,0,0,1
@vanjimbo,"""The Natural change of climate over time caused by cycles of the Sun is some concern, but Globalist ""Climate Change"" is a fraud!""",2024-06-11T20:54:00Z,/vanjimbo/status/1800632785893196195#m,['@GuntherEagleman'],,0,0,0,0,1
@Yanarta_Min,"""Zero.\nHuman activity contributes almost nothing to the natural cycle of climate change, which is mostly caused by the effects of the Sun on the water vapour in our atmosphere.\nClimate change happens on other planets too - we aren't responsible for that either - it's natural.""",2024-06-11T14:55:00Z,/Yanarta_Min/status/1800542381571465610#m,['@benonwine'],,0,0,0,1,0
@Raging1776_1,"""The earth naturally goes through cycles not caused by humans or cows or CO2. The real reason the NWO is pushing climate changes caused primarily by the sun is because they want to take away your freedoms and control everyone blaming you for natural disasters.""",2024-06-11T03:12:00Z,/Raging1776_1/status/1800365459558092862#m,['@ProudElephantUS'],,0,0,0,0,0
@Scorpgal2024,"""Wildfires are caused by poor forest management, poor maintenance of electrical lines, lightening, amateur fireworks & other dumb accidents. \n\nNo wildfire has ever been caused by man-made ""climate change"". Natural climate cycles do make some areas drier & more flammable at times.""",2024-06-11T00:08:00Z,/Scorpgal2024/status/1800319139443347511#m,['@BernieSanders'],,0,0,0,1,1
@HowardMarsh12,"""The Pope doesn't know that the people he calls climate change deniers don't deny that climate is changing. What they deny is the pseudo-science that says it's due to human activity. The cause is the natural cycle caused by the Sun and by nonlinear responses to solar changes.""",2024-06-10T22:18:00Z,/HowardMarsh12/status/1800291571088363592#m,['@wideawake_media'],,0,0,0,0,0
@old_grumpy_git,"""The science is NOT at all clear that deep and immediate cuts to emissions are essential. CO2 represents only 0.0427% of the atmosphere today ... climate change is natural and mainly caused by the sun""",2024-06-10T05:13:00Z,/old_grumpy_git/status/1800033638475874395#m,['@LyrebirdDream'],,1,0,0,0,1
@TomArt67,"""The earth goes through hot and cold cycles because of the sun. It's normal and natural and been going on since the earth was created. Climate change hoax is simply a globalist plan to murder people.""",2024-06-09T22:39:00Z,/TomArt67/status/1799934441516912849#m,['@InactiveUser37'],,0,0,0,0,0
@OysteinNo,"""It is mostly troubling for climate models. Why? Such rapid changes in surface temps cannot be caused by CO2. Two possible sources are: The sun (cycles or less clouds) or a (cyclic?) shift in currents.""",2024-06-09T12:11:00Z,/OysteinNo/status/1799776455376994362#m,['@DaveThroup'],,2,0,0,0,2
@HowardMarsh12,"""Simple explanation. Climate is changing and warming due to natural cycles. Not everything is caused by human activity. If fact, almost nothing is due to human activity. Nature is in charge, so live with the warming and expect cooling, maybe soon.""",2024-06-08T13:36:00Z,/HowardMarsh12/status/1799435248603664752#m,['@DawnTJ90'],,0,0,0,1,1
@Arno95038654,"""I am concerned that you all still flying with pvt jets. John Kerry, Obama, Marc Zuckenberg etc having big houses near the sea. Sea level did not change for many many years. You globalists are the danger to have total control. Climate change is natural caused by the sun mostly.""",2024-06-08T00:02:00Z,/Arno95038654/status/1799230529084219857#m,['@antonioguterres'],,0,0,0,0,1
@Pepper_Rides,"""And the only reason they died off is a meteor hit earth, caused an enormous dust cloud & blocked out the sun.\nJust like Bill Gates wants to block out the sun now.\nWhich leads to the question,,, If the sun is causing climate crisis, why do we have to stop using oil & natural gas?""",2024-06-07T22:13:00Z,/Pepper_Rides/status/1799202978878132469#m,['@_SkymanC'],,1,0,0,1,1
@JimMcKay458490,"""Climate has been changing on earth for 4 billion years, its not caused by 0.04% CO2  becoming 0.041% , it's caused by Climate Cycles do to earth relationship to the sun, and no one on the planet can change these cycles. This is the real science !""",2024-06-07T12:14:00Z,/JimMcKay458490/status/1799052311983272316#m,[],@DesireeAmerica4,0,0,0,0,1
@0ldmanGlen,"""There is far more evidence that the climate change is part of natural cycles which we have zero control over.\n\nThe sun and the magnetic field are the cause of the warming, I'm not going to give up resources I could use to survive over 0.04% of the atmosphere.""",2024-06-07T02:20:00Z,/0ldmanGlen/status/1798902731891171655#m,"['@davidrvetter', '@Valuable']",,0,0,0,3,1
@ac_Runtz,"""Learn the natural cycles of the earth as well as your ideology.\nThere is more here than man caused climate change, and way more than your ideology of taxation to push your agenda.\nThe #LiberalCorruption Machine is lost on me.""",2024-06-06T18:47:00Z,/ac_Runtz/status/1798788877752336594#m,['@s_guilbeault'],,0,0,0,0,2
@Southern_Grit1,"""The climate IS warming. I just don’t believe it is caused by humans. Earth AND Sun go through cycles. We are in a warming cycle now""",2024-06-06T15:15:00Z,/Southern_Grit1/status/1798735520727486828#m,['@PeterSweden7'],,0,0,0,0,0
@Engrshb1,"""6. Monitoring climate conditions to find that the  air, sea and land is warming, as we would expect with rising greenhouse  gas emissions; as a response, ice is melting and sea level is rising.\n7. Ruling out natural factors that can influence climate like the sun cycles.""",2024-06-06T07:17:00Z,/Engrshb1/status/1798615101572030501#m,[],,1,0,0,1,1
@FreeWorldRemedy,"""Climate change is real. I don’t know anyone who denies it. The question is whether or not climate changes is caused by humans or just the natural cycles of the universe.  If you take two people on 100° day & one stands in the sun & one stands under a tree, who will be coolest?""",2024-06-06T03:11:00Z,/FreeWorldRemedy/status/1798553240050766067#m,['@Marlayna29'],,0,0,0,2,1
@GenX_Insight,"""Agreed…but human caused climate change is a myth.  It’s planetary travel and the Sun cycles stupid""",2024-06-05T20:19:00Z,/GenX_Insight/status/1798449597762896080#m,['@CongressmanRaja'],,0,0,0,0,2
,,,,[],,0,0,0,0,1
@JKernerOT,"""Cows have NOTHING to do with climate change. Neither do humans. Neither do “greenhouse gases.” \n\n“Net-zero carbon” = end of life on earth. \n\nClimate has gone through volatile cycles of heating and cooling for billions of years, because of the sun and natural evolution of the earth. \n\nGates is a psycho who pushes fraudulent agendas and deadly ‘vaccines.’""",2024-06-04T13:00:00Z,/JKernerOT/status/1797976790507348182#m,['@wideawake_media'],,41,171,5,650,0
@Fedupmichael,"""I love how every disaster is this ambiguous climate change. The term even had to be changed from global warming because the ""science"" wasn't good. Also, prove even if it is happening that we have anything to do with it versus natural cycles or the sun.""",2024-06-03T21:59:00Z,/Fedupmichael/status/1797749934512574745#m,"['@DrJanKirsch', '@thereal_truther']",,2,0,0,0,2
@Stacker8888,"""Sure the scientists that are forced to manipulate their stats to match Globalist policy 🤣 or no JOBS and NO FUNDING. Its a lie man made climate change never proven amd co2 is good for plants and is not toxic or causes the climate change which natural due to earth sun cycles""",2024-06-03T13:25:00Z,/Stacker8888/status/1797620570475086119#m,"['@ProfMarkMaslin', '@mark_lynas', '@StarkClimate', '@ClimateCrisisAG', '@ClimateHuman', '@climatemegan']",,0,0,0,1,1
@jackarm65081193,"""how does the Sun create lava? in the Earth,,, ?climate change is natural, like seasons only longer cycles""",2024-05-31T17:00:00Z,/jackarm65081193/status/1796587474707456062#m,[],,0,0,0,1,0
@StephanSabeski,"""They have no proof of their wild claims. Many scientists who initially supported the idea of climate change have since admitted that there is no cause for concern. This suggests that the data they analyzed indicated natural climate cycles rather than climate change.\n\nThe sun is expanding, Earth's rotation is speeding up, and they are seeding the air with metals. I want to know how much we have reduced our temperature by taxing carbon. They keep telling us it's getting worse, yet Canada has one of the lowest carbon outputs.\n\nThey are enforcing a fascist government and system. Soon, there will be factions, and you will be assigned your job within the system. ""The Hunger Games"" is becoming a reality.""",2024-05-31T15:47:00Z,/StephanSabeski/status/1796569115358061050#m,[],@WeAreCanProud,0,1,0,1,1
@StephanSabeski,"""They have no proof of their wild claims. Many scientists who initially supported the idea of climate change have since admitted that there is no cause for concern. This suggests that the data they analyzed indicated natural climate cycles rather than climate change.\n\nThe sun is expanding, Earth's rotation is speeding up, and they are seeding the air with metals. I want to know how much we have reduced our temperature by taxing carbon. They keep telling us it's getting worse, yet Canada has one of the lowest carbon outputs.\n\nThey are enforcing a fascist government and system. Soon, there will be factions, and you will be assigned your job within the system. ""The Hunger Games"" is becoming a reality.""",2024-05-31T15:46:00Z,/StephanSabeski/status/1796568975125668013#m,['@WeAreCanProud'],,9,6,0,63,1
@Sarat000ga,"""I BELIEVE in Climate Change... it is a natural thing caused by changes from our Sun, and the Earth. While I do believe humanity is effecting the Earth's Climate, I do not believe that we are the primary cause at this time...""",2024-05-30T14:29:00Z,/Sarat000ga/status/1796187204877787476#m,['@usanews0'],,0,0,0,0,0
@Stacker8888,"""Enough lies and fake correlations rich First World hypocrite Africa Asia Russia South America doesnt believe the man made co2 climate change myth.Co2 is good for plants, climate change is natural sun earth cycles. Deaths by weather have gone down signifcantly since ancient times""",2024-05-30T10:35:00Z,/Stacker8888/status/1796128363502846255#m,['@PCarterClimate'],,0,0,0,1,1
@GregSMills1,"""The Climate Crisis, is a hoax. Our climate is constantly changing based on very natural causes. Having clean air and water is of course desirable. Now take a closer look at the Sun and our magnetic poles and other natural impacts that has caused dramatic changes in our climate.""",2024-05-29T19:27:00Z,/GregSMills1/status/1795899676128063864#m,['@usanews0'],,0,0,0,0,1
@Angry_Patriot_1,"""Climate change is real. The climate is constantly changing. However, climate change is not caused by human activity. It's caused by sun activity. Some for the suns cycles run hundreds or thousands of years.""",2024-05-29T14:37:00Z,/Angry_Patriot_1/status/1795826873303462147#m,['@BohemianAtmosp1'],,0,0,0,2,0
@antiwoke79,"""Wow such a catastrophe how do we regenerate Glaciers I wonder ,another Ice age ?\nGlaciers come & go 🤷‍♂️\nIce ages & deglaciation is natural caused by sun cycles \nsciencedirect.com/science/ar…""",2024-05-28T20:17:00Z,/antiwoke79/status/1795549998123307276#m,['@sciam'],,0,0,0,0,0
@LucasHa01207581,"""After researching, I found what you were referring to. However, I think you misunderstood. These natural climate changes were caused by changes in the earth's orbit around the sun\nHowever, today we found that that our expected temperature relative to the sun is higher than before""",2024-05-28T11:27:00Z,/LucasHa01207581/status/1795416621038936323#m,"['@ben_the_patriot', '@usanews0']",,2,0,0,0,1
@pandyclifford,"""Anthropogenic climate change has superseeded natural change. Eg Milankovitch cycles, earth's tilt, sun spots, volcanoes. The effect of greenhouse gases has overwhelmed the natural carbon sinks by 40% meaning more CO2 is in the atmosphere trapping heat.""",2024-05-27T11:44:00Z,/pandyclifford/status/1795058391326335045#m,"['@DELTA9_DELTA9', '@i_navaid']",,0,0,0,0,2
@StopSophisms,"""I wouldn't go on this path with you. There's a whole lot of arguments that could be made around these topics, from a lot of perspectives. \n\nClimate change: Which % is caused by humans, which % is caused by the natural path of the earth around the sun? \n\nWhere should we really start to make changes, instead of doing political chess moves at the expense of some populations around the globe?  \n\nRacism? Where? How? By whom? Instigated by whom? Are the ones seeing racism where there is none,  part of the problem? Are the ones governing countries where illegal immigration flowing like water on a waterslide, are to blame for the raise of angryness of the mass feeling unsafe? Does it really have something to do with skin color, or just fear of the illegal ones? \n\nWho would you blame for what? Where do we start? Why are we always talking about this and getting not result? Who's right? Who's wrong? Where's the truth and what is it? \n\nAr least, future total population overgrowth is something no one can deny. The sooner we start slowing down (at the SAME PACE everywhere on earth, to prevent future world wars), the softer it will be to do it. For exemple, China did this for a long period: One child/family. That was way toodrastic at my opinion. But, was it necessary, in their situation? Maybe? If so, would have it been wiser to start earlier, so that they can limit families to have 2 children instead of one? Well, I think so!\n\nIf we don't do it now, brace yourselves because there will be people who will think that the only solution left will be to whipe out part of the population, and no one want that, or at least, not me 😅""",2024-05-26T16:14:00Z,/StopSophisms/status/1794764069381005487#m,"['@johnnyrokketz', '@MarioNawfal']",,0,0,0,0,1
@GaryPSmith44,"""The climate has been changing since the Earth was formed.  It is a natural process caused by phases of the Sun.""",2024-05-26T03:05:00Z,/GaryPSmith44/status/1794565609231179852#m,"['@keith_ivan53187', '@newstart_2024']",,0,0,0,0,0
